P00001606T0076|14 37|alkaline phosphatases and 5
P07691837A1359|157 177|NFkB consensus sequence
P07691837A1359|193 197|GC box
P07691837A1359|70 98|keratinocyte-specific promoter
P07691885T0000|49 67|proto-oncogene c-kit
P07691885T0000|63 67|c-kit
P07691885T0000|71 99|human mast cell leukemia cell line
P07692668A0326|16 44|virion-sense polyadenylated RNA
P07692668A0326|229 232|ORFs
P07692668A0326|52 88|complementary-sense polyadenylated RNAs
P07693672A0259|0 5|DNase I
P07693672A0259|23 38|proximal promoter
P07693708A0000|0 40|Insulin-like growth factor-binding protein-2
P07693708A0000|42 49|IGF-BP-2
P07693975A1418|82 90|N terminus
P07693975A1418|93 94|PR
P07693975T0000|0 19|Reverse transcriptase
P07693975T0000|93 103|insect cells
P07693975T0000|61 81|Gag-Pol fusion proteins
P07695629A0489|13 24|mck1 mds1 mrk1
P07696183A0567|33 35|Rak
P07696183A0567|33 35|Rak
P07696183A0567|33 35|Rak
P07696183A0567|367 375|SH2 domain
P07696183A0567|423 425|p54
P07696183A0567|233 235|NH2
P07696183A0567|107 133|epithelial-derived cell lines
P07696183A0567|55 69|Src-like kinases
P07696450A0271|129 137|TGF-beta 2
P07696878A0222|30 38|cDNA clone
P07696878A0222|59 74|open reading frame
P07696878A0222|144 161|homeodomain protein
P07696878A0222|89 103|initiation codon
P07698219A0551|45 55|alpha 6 beta 1
P07698219A0551|99 105|F9 cells
P07698219A0551|99 100|F9
P07698219A0551|66 80|laminin receptor
P07699632A0522|86 88|PsA
P07699632A0715|31 52|circumpolar populations
P07699632A0715|93 95|SPA
P07700361A0125|12 14|SH2
P07701266A0808|48 50|TPN
P07702327T0000|46 71|tissue plasminogen activator
P07702378A0668|76 78|VO2
P07702752A0545|166 167|5'
P07702752A0545|235 256|reporter gene luciferase
P07702752A0545|300 307|Y-1 cells
P07702752A0545|328 337|MA-10 cells
P07702752A0545|278 291|mouse cell lines
P07702752A0545|214 221|plasmids
P07704040A0000|27 39|mouse NMO1 cDNA
P07704273A0000|15 20|JRG582
P07704273A0000|125 142|beta-lactamase gene
P07704273A0000|181 186|pNU305
P07704273A0000|25 40|ampD ampE deletion
P07705627A1107|13 15|Mad
P07706273T0000|79 88|THP-1 cells
P07706291T0000|2 12|E box element
P07706291T0000|55 84|mammalian homologue of ftz-f1 gene
P07706396T0000|14 22|VPS45 gene
P07706396T0000|25 28|SEC1
P07707523A0704|2 9|293 cells
P07707523A0704|45 57|I kappa B-alpha
P07707523A0704|90 92|LMP
P07707523A0704|26 34|NF-kappa B
P07707531A0550|68 86|alpha 4-2 binding site
P07707531A0550|129 132|ICP4
P07707531A0550|104 113|alpha 4 gene
P07707544T0000|82 107|immediate-early transcripts
P07708058A0178|3 5|GRE
P07708058A0178|85 88|AP-1
P07708058A0178|101 114|c-jun homodimer
P07708058A0178|66 83|activator protein-1
P07708497A0000|111 114|TREs
P07711667A0766|105 116|marrow blasts
P07713936A0393|9 13|meAda
P07713936A0393|109 112|aidB
P07713936A0393|9 13|meAda
P07713936A0393|53 73|adaptive response genes
P07714608A1252|57 61|PaCO2
P07715602A1088|46 77|multisubunit cytochrome c haem lyase
P07715922A0188|56 71|endothelial cells
P07720572A0701|15 26|myoD promoter
P07720572A0701|31 42|myoD enhancer
P07720572A1584|117 143|chromosomal myoD core enhancer
P07720572A1584|51 59|T1/2 cells
P07720572A1584|162 173|myoD enhancer
P07720709A0755|197 199|AP1
P07720710A0861|3 5|Oct
P07720710A0861|9 20|HMG2 proteins
P07721422A0241|47 74|transcription initiation sites
P07721422A0241|89 110|mouse type 2 receptor gene
P07721878A1163|3 13|beta subunit
P07721878A1163|68 74|p33 Grb2
P07721878A1163|125 144|Fc epsilon R1 beta chain
P07721878A1163|19 29|Fc epsilon R1
P07723247A1161|51 58|IL-1 beta
P07729427A0942|29 31|TBP
P07729427A0942|66 73|hTAFII28
P07729427A0942|29 31|TBP
P07729427A0942|145 152|hTAFII30
P07729427A0942|66 73|hTAFII28
P07729427A0942|35 42|hTAFII18
P07729427A0942|35 42|hTAFII18
P07730273A1309|3 6|NarX
P07730273A1309|10 21|NarQ proteins
P07730328A0000|0 23|Vascular endothelial cells
P07730328A0000|100 129|cell activation-associated genes
P07730336A0606|7 11|ATF-1
P07730336A0606|35 54|cAMP response elements
P07730336A0606|15 17|CRE
P07730336A0606|15 18|CREM
P07730337A1439|6 8|RC3
P07730337A1439|12 25|PKC-gamma genes
P07730795A0104|48 52|DdRPs
P07731686A0000|3 11|TTG-2 gene
P07731898A0823|18 27|blood cells
P07731898A0823|216 223|catalase
P07731898A0823|197 212|erythrocyte SOD-1
P07733075A1200|68 73|CBS 120
P07735590A0990|103 105|cat
P07735833A1078|28 31|LysU
P07737118A0317|3 22|MPS1 open reading frame
P07737118A0317|71 80|GST protein
P07737118A0317|55 65|LexA protein
P07737508A0649|7 8|U6
P07737508A0649|33 41|tRNA genes
P07737508A0649|53 59|tRNAIle
P07737508A0649|43 49|tRNAGln
P07737508A0649|12 26|single-copy gene
P07737944A0000|0 25|Hematopoietic growth factors
P07737944A0000|203 216|erythropoietin
P07737944A0000|110 121|red blood cell
P07738026A0216|63 65|ADH
P07738839A0173|69 71|PET
P07738839A0173|57 59|CO2
P07739382A0457|22 44|19 amino acid sequences of 6
P07739382A0457|76 99|actin-associated proteins
P07739520A1250|29 46|Surfeit gene cluster
P07739542A1419|20 26|cyclin E
P07739542A1419|98 118|retinoblastoma protein
P07739542A1419|40 47|cyclin D1
P07739544A0364|34 48|SGC1 gene product
P07739544A0364|127 135|Myc family
P07739544A0364|138 156|DNA-binding proteins
P07739544A0364|94 121|basic-helix-loop-helix domain
P07740487A0167|170 179|Fibrinogen
P07742363A0135|3 18|mammalian enzymes
P07742363A0135|209 213|eIF-2
P07742363A0135|125 136|alpha subunit
P07742363A0941|28 42|yeast eIF-2 alpha
P07742363A0941|108 119|casein kinase
P07743515A0223|75 90|endothelial cells
P07743515A0223|92 107|cytotrophoblasts
P07743697A0703|11 18|V-HeFT II
P07744763A0514|53 67|orphan receptors
P07744763A0514|198 202|HNF-4
P07744763A0514|181 187|CYP2C11
P07744776A0617|60 64|U6 RNA
P07744846A1006|10 14|Bcl-2
P07744846A1006|10 14|Bcl-2
P07744846A1006|204 206|NH2
P07744846A1006|277 296|carboxyl B and C domains
P07744846A1006|10 14|Bcl-2
P07744846A1006|10 14|Bcl-2
P07744954A0418|54 68|globular domains
P07744954A0418|111 128|monoclonal antibody
P07744954A0418|75 91|NH2 and COOH termini
P07745311A0264|11 14|FHCS
P07745684T0000|62 91|protein kinase C-mediated changes
P07745685A1442|64 73|antibodies
P07745685A1442|118 120|CAT
P07745685A1442|88 104|accessory proteins
P07745693A0914|32 43|Lb proteinase
P07745696A0932|39 42|cDNA
P07745696A0932|137 158|SalI L and SalI O fragments
P07745726A1496|127 151|minimal E1 recognition motif
P07747462A0332|125 158|downstream active-site tyrosine motif
P07748493A1045|23 29|Afurin2
P07748493A1045|132 145|secretory cells
P07748952A0462|32 36|PmiaA
P07748952A0462|76 97|837 nucleotides upstream
P07748952A0462|115 135|translation start sites
P07748952A0462|40 41|P1
P07748952A1329|24 27|mutL
P07748952A1329|123 135|upstream genes
P07748952A1329|179 183|RNase
P07748952A1329|29 32|miaA
P07749461A0632|47 62|sGTH alpha subunit
P07749461A0632|108 119|sGTH alpha-G1
P07749461A0632|95 106|genomic clone
P07749461A1022|23 46|sGTH alpha subunit promoter
P07752223A0960|3 7|Myc LZ
P07752223A0960|3 5|Myc
P07752886A0595|87 99|wild-type FecR
P07753030A0173|40 48|total DNAs
P07753796A0625|99 116|eIF-2B alpha subunit
P07753796A0743|16 19|cDNA
P07753796A0743|80 82|SDS
P07753796A0743|60 77|natural eIF-2B alpha
P07753837A0724|57 70|plakoglobin RNA
P07754713A0227|10 13|NUC1
P07754713A0227|31 35|SPP91
P07754713A0227|43 46|CRY2
P07754713A0227|66 84|ribosomal protein S24
P07754713A0227|38 41|CDC6
P07754713A0227|15 19|PRP21
P07758167A1488|40 47|clone CA9
P07758167A1488|98 106|clone ME10
P07758246A0469|49 54|intron
P07758246A0469|62 66|exons
P07758459A1277|11 18|AAC2 gene
P07758459A1277|171 198|ABF1 consensus binding sequence
P07758459A1277|54 89|DNA-binding transcriptional activators
P07758837A1118|49 62|GH receptor gene
P07758837A1118|181 196|genomic sequences
P07758837A1118|235 239|exon 2
P07758837A1118|208 231|liver-specific P1 promoter
P07758837A1118|125 138|distal 3' intron
P07759094A0634|52 61|NHE5 cosmid
P07759094A0634|92 114|microsatellite PCR marker
P07759525A0417|54 72|protein kinase domain
P07759525A0417|102 122|casein kinase I isoforms
P07759529A0288|37 39|CDP
P07759529A0288|64 67|gp91
P07760790A0327|17 32|MEF2 reporter gene
P07760790A0327|17 20|MEF2
P07760819A0731|27 57|intracellular signaling molecules
P07760819A0731|59 74|PDGF beta receptor
P07760841A0221|0 3|UAS1
P07760841A0221|26 53|transcriptional regulator Adr1
P07760841A0221|9 19|binding site
P07760841A0647|17 20|ADH2
P07760841A0647|55 58|UAS1
P07760841A0647|109 112|UAS2
P07760841A0647|83 107|ADH2 basal promoter elements
P07760841A0647|21 44|upstream regulatory region
P07760844A0413|11 14|AP-1
P07760844A0413|79 88|c-fos genes
P07760844A0413|71 75|c-jun
P07761091A0294|14 23|MAP kinases
P07761091A0294|54 58|MKP-1
P07761091A0294|42 52|phosphatase
P07761420A0909|42 46|CCaMK
P07761434A1084|5 8|AP-1
P07762431A0356|26 35|cloned cDNA
P07763727A1035|8 13|pAMS12
P07763727A1035|24 29|pAMS14
P07763727A1035|99 104|pAMS15
P07763727A1035|15 20|pAMS13
P07765118A0967|21 42|ACC-oxidase transcripts
P07766885A0405|121 151|calmodulin-like regulatory domain
P07768824A0167|74 86|RNA polymerase
P07768824A0167|121 138|regulatory proteins
P07768836A1126|41 80|transcription initiation site 102 bp upstream
P07768836A1126|86 107|translational start site
P07768848A1880|56 69|cotE null mutant
P07768848A1880|110 119|cotJ operon
P07768898A0492|39 54|apobec1 sequences
P07768898A0492|39 45|apobec1
P07768953T0039|0 3|EEA1
P07768953T0039|92 116|calmodulin-binding IQ motif
P07768953T0039|16 53|alpha-helical peripheral membrane protein
P07770033A0978|51 54|cap3
P07770033A0978|84 86|ORF
P07770033A0978|185 199|metallothionein
P07770033A0978|67 82|open reading frame
P07772036A1000|18 41|ubiquitous nuclear factors
P07772036A1000|57 87|CAAT-binding transcription factor
P07772036A1000|104 106|CTF
P07772036A1000|108 110|NF1
P07772036A1000|89 102|nuclear factor 1
P07772036A1000|43 45|USF
P07774807A0405|3 14|bHLH proteins
P07774807A0405|106 146|ubiquitous and cell-restricted family members
P07774807A0405|58 77|tissue-specific genes
P07774925A0084|30 40|BRCA1 region
P07774925A0084|108 116|HeLa cells
P07774925A0084|118 132|activated T cells
P07774925A0084|78 82|cDNAs
P07775428A0172|64 72|Ash-l cDNA
P07775428A0172|78 97|amino-terminal region
P07776685A0000|69 96|tumor infiltrating lymphocytes
P07776685A0000|111 123|interleukin-2
P07776979A0702|36 42|repCRS2
P07777518A0483|54 63|cDNA clones
P07779811A0901|13 22|Sp1 element
P07779811A0901|59 62|6-10
P07779811A0901|13 15|Sp1
P07779812A0000|3 11|c-myc gene
P07780148A1153|11 13|PML
P07780738A0091|58 88|proliferating cell nuclear antigen
P07780738A0091|90 93|PCNA
P07782087A0559|3 46|major and one minor transcription initiation sites
P07782087A0559|122 133|ribonuclease
P07782302A0479|24 38|-DEDDDL sequence
P07782302A0479|122 139|Ran-binding protein
P07782302A0479|147 152|RanBP1
P07782302A0479|141 145|HTF9A
P07782302A0479|61 63|Ran
P07782775A0889|11 14|ORFs
P07782775A0889|83 97|BBTV coat protein
P07783064A0452|60 75|creatinine kinase
P07783641A0591|0 3|CodY
P07784061A0894|20 28|G proteins
P07784061A0894|82 97|hemopoietic cells
P07784061A0894|101 115|2.2 kb transcript
P07784061A0894|59 61|TTF
P07784078A1064|72 79|RAR alpha
P07784079A1018|14 40|non-deleted expression vector
P07784079A1018|176 183|basic FGF
P07784079A1018|45 55|NIH3T3 cells
P07784197A0827|31 48|mammalian cell lines
P07784197A0827|89 99|human HeLa S3
P07784197A0827|120 128|TGF-beta 1
P07784197A0827|56 59|Cos7
P07784199A0000|137 140|Rap1
P07784199A0000|181 184|Abf1
P07784199A0000|168 179|global factor
P07784942T0001|11 24|thrombomodulin
P07786820A0284|0 5|CPT-11
P07786821A2292|110 111|m2
P07787179A0312|66 76|-213 and -141
P07787179A0312|126 137|reporter gene
P07789275A0325|24 26|E74
P07789275A0325|125 141|transcription unit
P07789342A1352|11 29|extracellular domain
P07789342A1352|113 137|fourth transmembrane domain
P07789342A1352|35 39|TSH-R
P07789809A1246|50 52|Ypt
P07789809A1246|50 52|Ypt
P07789971A0758|208 212|GSTT2
P07790377A0561|20 24|PTS1R
P07791760A0424|69 72|MAPK
P07791760A0424|115 133|immune complex kinase
P07791760A0424|69 72|MAPK
P07791764A0357|18 37|cultured Jurkat T cells
P07791764A0357|80 97|adapter protein Grb2
P07791764A0357|39 41|Cbl
P07791768A0930|53 56|rap1
P07791768A0930|132 135|SIR1
P07791769A0826|0 3|ICP4
P07791769A0826|61 82|TATA box-binding protein
P07791769A0826|108 122|ICP4 binding site
P07791769A0826|61 67|TATA box
P07791769A0826|86 90|TFIIB
P07791769A0826|22 40|tripartite complexes
P07791776T0000|18 21|fus1
P07791783A0000|0 14|SRY-related cDNA
P07791783A0000|104 109|SOX-LZ
P07791783A0000|145 155|cDNA library
P07791783A0000|67 84|leucine zipper motif
P07793783A0189|121 129|donor site
P07795576A0126|13 31|neurohumoral factors
P07796935A0284|49 62|mutant hTR beta 1
P07796935A0284|100 111|c-erbA alpha 2
P07796935A0284|164 168|hPPAR
P07796935A0284|228 234|TRE-LAP
P07796935A0284|207 210|TREs
P07796935A0284|118 162|human peroxisome proliferator-activated receptor
P07796935A0284|83 98|hTR alpha 1 mutants
P07797077A0842|3 33|amino-terminal DNA-binding domain
P07797077A0842|156 160|IRF-1
P07797077A0842|168 172|ICSBP
P07797077A0842|177 186|ISGF3 gamma
P07797077A0842|162 166|IRF-2
P07797077A0842|73 90|DNA-binding domains
P07797476A1001|3 14|RAP74 subunit
P07797476A1001|114 141|COOH-terminal residues 358-517
P07797476A1001|17 21|TFIIF
P07797583A0222|118 144|transcription initiation site
P07797583A0222|220 236|DRE-binding factor
P07797583A0222|266 290|cultured Drosophila Kc cells
P07797583A0222|151 158|PCNA gene
P07797583A0222|151 158|PCNA gene
P07798134T0000|3 17|hsp70 gene family
P07798134T0000|100 121|stress-inducible member
P07798207A0759|39 53|W3A1 ETF subunits
P07798207A0759|43 45|ETF
P07798217T0000|27 33|CREB341
P07798217T0095|8 31|glycogen synthase kinase-3
P07798271A0330|38 56|Ets-related proteins
P07798271A0330|105 124|purified Ets-1 protein
P07799437A0656|100 107|plasmids
P07799925A0526|35 37|p62
P07799925A0526|67 75|HeLa cells
P07799925A0526|169 184|SH3 and SH2 domains
P07799925A0526|59 61|p59
P07799925A0526|35 37|p62
P07799925A0526|44 61|src family kinase p59
P07799931A0287|63 68|L7 gene
P07799931A1232|12 29|Maf-related protein
P07799931A1232|53 57|c-Maf
P07799931A1232|31 33|Nrl
P07799939A0628|52 74|threonine phosphoprotein
P07799948A0777|25 39|Ras-binding site
P07799948A0777|79 81|Src
P07799948A0777|25 27|Ras
P07799948A0777|66 70|Raf-1
P07799948A0777|79 81|Src
P07799948A0777|66 76|Raf-1 kinase
P07799950A0282|55 57|CRE
P07799950A0282|108 129|cAMP-responsive element
P07799950A0282|141 144|CREB
P07799950A0282|63 86|somatostatin gene promoter
P07800479A0201|13 16|NSR1
P07800479A0201|69 80|ribosomal RNA
P07800505T0000|21 28|promoter
P07800505T0000|35 72|human 85 kDa cytosolic phospholipase A2 gene
P07802655T0000|18 21|FIII
P07802655T0000|50 67|zinc-finger protein
P07802655T0000|96 119|L14 ribosomal protein genes
P07802655T0000|91 92|L1
P07802655T0000|23 25|YY1
P07803809A1852|52 66|beta-globin mRNA
P07803809A1852|126 157|protein kinase C inhibitor Compound 3
P07806507A0121|34 36|CD3
P07806507A0121|93 99|CD3 zeta
P07806532A0659|33 42|AT-rich DNA
P07806651A0097|115 120|MMPI-2
P07807002A0500|91 112|luciferase reporter gene
P07807002A0500|182 184|IgE
P07807002A0500|134 148|mouse B cell lines
P07809128T0000|22 29|E2F1 gene
P07809410A0606|53 65|thyroglobulin
P07811639A0222|0 16|Endo16 transcripts
P07811964A1252|1 34|unique leucine-proline repeat element
P07811964A1252|74 79|EmBP-1
P07811964A1252|55 71|DNA-binding domain
P07812450A0849|11 13|ORF
P07812450A0849|58 65|nspC gene
P07813466A0074|3 10|U14 genes
P07813466A0074|147 151|hsc70
P07813466A0074|75 81|introns
P07813786A0641|10 14|cDNAs
P07813786A0641|61 75|XMyoDa TATA motif
P07814321A0850|14 17|prfA
P07814321A0850|21 24|ponA
P07814323A0313|43 46|FliQ
P07814323A0313|50 53|FliR
P07814405A1170|59 78|plasma membrane family
P07814405A1170|140 163|dominant negative proteins
P07814405A1170|81 104|guanylyl cyclase receptors
P07814717A0669|47 48|AA
P07814717A0669|95 97|Lys
P07815811A1487|32 43|endothelin-1
P07816025A0196|41 53|gamma-kafirin
P07816025A0196|81 95|gamma-prolamins
P07816049A0686|0 5|Atcys1
P07816049A0686|14 19|AKin10
P07816049A0686|150 167|regulatory elements
P07816049A0686|26 28|ORF
P07816049A0686|7 12|Athyp1
P07816049A1157|65 70|Atcys1
P07816049A1157|72 102|Athyp1 and AKin10 per haploid genome
P07816617A0763|23 26|HAC1
P07816617A0763|44 55|meiotic genes
P07816619A0000|39 48|cDNA clones
P07816619A0000|141 161|cAMP phosphodiesterase
P07816619A0000|112 121|pde1 mutant
P07816619A0872|32 34|Dr1
P07816630A1333|52 75|translation terminator TGA
P07816808A1102|27 42|STR family of genes
P07819225A1094|100 106|Lys-220
P07819225A1094|140 152|Asn-285 mutant
P07819225A1094|110 134|Gln-220 second-site mutants
P07820057A0000|0 23|Tumor necrosis factor alpha
P07820057A0000|28 35|cytokine
P07821790A1084|12 16|UCRBP
P07821790A1084|12 16|UCRBP
P07821790A1084|145 155|UCR elements
P07821790A1084|104 125|positive transactivator
P07821790A1084|47 70|transcriptional repressor
P07822161A1172|43 55|human sequence
P07822329A0773|44 56|lymphoid cells
P07823919A1422|23 27|Oct-3
P07823919A1422|40 42|RAR
P07823919A1422|83 87|EAR-3
P07823919A1422|102 106|ARP-1
P07823919A1422|44 58|RXR heterodimers
P07823919A1422|29 37|4 promoter
P07823951A1100|27 30|EKLF
P07823951A1100|183 196|erythroid cells
P07823951A1100|27 30|EKLF
P07823953A0777|15 33|I kappa B alpha mutants
P07823953A0777|66 85|I kappa B alpha molecule
P07823953A0777|15 26|I kappa B alpha
P07823953A0777|352 366|PEST-like region
P07823953A0777|49 53|dimer
P07823953A0777|373 389|DNA-binding region
P07823953A0777|100 115|C-terminal region
P07823953A0777|94 115|acidic C-terminal region
P07823953A0777|49 53|dimer
P07823964A0922|34 49|N-terminal domain
P07823964A0922|86 90|Pho81
P07823964A0922|67 83|C-terminal segment
P07826412T0112|39 55|catalytic subunits
P07826625X0000|43 57|RNA polymerase II
P07826625X0000|86 102|activation domains
P07826625X0000|243 274|transcriptional activation domains
P07826625X0000|306 334|mammalian TATA-binding proteins
P07826625X0000|119 134|C-terminal domain
P07826625X0000|59 77|TATA-binding protein
P07828584A0681|13 15|IM1
P07828584A0681|53 70|AP1 bearing promoter
P07828584A0681|36 40|c-Fos
P07828600A0095|9 11|SSP
P07828600A0095|47 74|proximal gamma-globin promoter
P07828600A0095|113 131|linked beta-promoter
P07828600A0095|17 36|stage selector element
P07829057T0000|52 62|chromosome 8
P07829097A0000|16 37|DXS52 and Factor VIII gene
P07829519A1251|19 45|intronic polyadenylation site
P07829519A1251|145 170|immunoglobulin mu heavy chain
P07831310A0000|142 164|NIb-defective TEV mutants
P07831799T0000|49 65|DNA polymerase gene
P07831829A1324|29 33|BNYVV
P07832779A0719|19 34|endoglycosidase H
P07832779A0719|48 62|mutant receptors
P07834582A0115|38 44|n-3 EFAs
P07835088A0238|3 22|HSD3B1 and HSD3B2 genes
P07835088A0238|130 151|chromosome 1p13.1 region
P07835088A0238|34 63|types I and II 3 beta-HSD isoenzymes
P07835273A0000|36 45|adipocytes
P07835273A0000|61 75|insulin receptor
P07835273A0411|29 38|adipocytes
P07835273A0411|77 95|infectant adipocytes
P07835273A0411|50 53|EGFR
P07835710T0000|25 56|porcine I kappa B alpha-encoding gene
P07835886A0894|3 17|kallistatin gene
P07835886A0894|109 114|alpha 1
P07835886A0894|173 202|corticosteroid-binding globulin
P07835886A0894|90 100|serpin genes
P07835888A0402|19 24|XD gene
P07835888A0402|65 81|mouse chromosome 17
P07835888A0402|36 37|Xd
P07836364A0000|6 28|foreign cellular proteins
P07836364A0000|148 150|APC
P07836364A0000|125 146|antigen presenting cells
P07836390A1152|23 27|VirD1
P07836390A1152|105 116|IncP plasmids
P07836390A1152|29 33|VirD2
P07836406A0884|49 53|MHC-B
P07836406A0884|72 81|cdc2 kinase
P07836471A0375|49 53|hNUC I
